Query,COG Category,GO terms
#query,COG_category,GOs
fig|195.2230.peg.883,C,-
fig|195.2230.peg.535,M,-
fig|195.2230.peg.12,S,-
fig|195.2230.peg.885,S,-
fig|195.2230.peg.183,G,-
fig|195.2230.peg.534,M,-
fig|195.2230.peg.1790,S,-
fig|195.2230.peg.893,K,-
fig|195.2230.peg.386,S,-
fig|195.2230.peg.1295,P,"GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944"
fig|195.2231.peg.1934,M,-
fig|195.2231.peg.1896,L,-
fig|195.2231.peg.481,S,-
fig|195.2231.peg.1150,L,-
fig|195.2231.peg.1132,V,-
fig|195.2231.peg.860,-,-
fig|195.2231.peg.1910,S,-
fig|195.2231.peg.266,S,-
fig|195.2231.peg.1813,S,-
fig|195.2231.peg.1802,-,-
fig|195.2231.peg.1879,M,-
fig|195.2231.peg.916,S,-
fig|195.2231.peg.1822,S,-
fig|195.2231.peg.1926,E,-
fig|195.2231.peg.1915,S,-
fig|195.2231.peg.1944,S,-
fig|195.2231.peg.311,S,-
fig|195.2231.peg.216,G,-
fig|195.2231.peg.1938,S,-
fig|195.2231.peg.1928,S,-
fig|195.2231.peg.1462,-,-
fig|195.2231.peg.1909,L,-
fig|195.2231.peg.1645,-,-
fig|195.2231.peg.480,S,-
fig|195.2231.peg.1684,S,-
fig|195.2232.peg.1060,V,-
fig|195.2232.peg.1761,M,-
fig|195.2232.peg.253,P,-
fig|195.2232.peg.513,NT,-
fig|195.2232.peg.1722,LV,-
fig|195.2232.peg.1825,N,-
fig|195.2232.peg.703,S,-
fig|195.2232.peg.1841,HJ,-
fig|195.2232.peg.1435,E,-
fig|195.2232.peg.1836,S,-
fig|195.2233.peg.1650,I,-
fig|195.2233.peg.1835,S,-
fig|195.2233.peg.1799,J,-
fig|195.2233.peg.1628,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2233.peg.1845,S,-
fig|195.2233.peg.1834,GM,-
fig|195.2233.peg.1693,G,-
fig|195.2233.peg.1869,F,-
fig|195.2233.peg.1825,S,-
fig|195.2233.peg.973,E,-
fig|195.2233.peg.1859,M,-
fig|195.2233.peg.1829,-,-
fig|195.2233.peg.1,S,-
fig|195.2233.peg.1744,E,-
fig|195.2233.peg.1867,J,-
fig|195.2233.peg.1837,S,-
fig|195.2233.peg.1873,E,-
fig|195.2233.peg.1842,M,"GO:0003674,GO:0003824,GO:0004553,GO:0005975,GO:0008150,GO:0008152,GO:0009058,GO:0016051,GO:0016787,GO:0016798,GO:0044238,GO:0071704,GO:1901576"
fig|195.2233.peg.1858,M,-
fig|195.2233.peg.1626,S,-
fig|195.2233.peg.1841,N,"GO:0005575,GO:0005623,GO:0009288,GO:0009425,GO:0042995,GO:0043226,GO:0043228,GO:0044422,GO:0044461,GO:0044463,GO:0044464"
fig|195.2233.peg.388,E,-
fig|195.2233.peg.1857,L,-
fig|195.2233.peg.1850,S,-
fig|195.2233.peg.1847,T,-
fig|195.2233.peg.1709,O,-
fig|195.2233.peg.1672,U,-
fig|195.2233.peg.1862,S,-
fig|195.2233.peg.1602,I,-
fig|195.2233.peg.210,S,-
fig|195.2233.peg.134,S,-
fig|195.2233.peg.1866,J,-
fig|195.2233.peg.1098,T,-
fig|195.2233.peg.1520,U,-
fig|195.2233.peg.1864,J,-
fig|195.2233.peg.1809,J,-
fig|195.2233.peg.1725,V,-
fig|195.2233.peg.590,N,"GO:0005575,GO:0005623,GO:0009288,GO:0009425,GO:0042995,GO:0043226,GO:0043228,GO:0044422,GO:0044461,GO:0044463,GO:0044464"
fig|195.2233.peg.1509,S,-
fig|195.2233.peg.1099,T,-
fig|195.2233.peg.1169,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2233.peg.1848,E,-
fig|195.2233.peg.1881,GM,-
fig|195.2233.peg.486,J,-
fig|195.2233.peg.1798,M,-
fig|195.2233.peg.133,S,-
fig|195.2233.peg.1889,S,-
fig|195.2233.peg.1170,S,-
fig|195.2233.peg.1127,MU,-
fig|195.2233.peg.1258,O,-
fig|195.2233.peg.1870,S,-
fig|195.2233.peg.304,S,-
fig|195.2233.peg.1868,S,-
fig|195.2233.peg.1831,V,-
fig|195.2233.peg.1487,LV,-
fig|195.2234.peg.1020,Q,-
fig|195.2235.peg.1277,D,-
fig|195.2235.peg.1735,E,-
fig|195.2235.peg.713,O,-
fig|195.2235.peg.259,D,-
fig|195.2235.peg.714,G,-
fig|195.2235.peg.1602,S,-
fig|195.2236.peg.1493,-,-
fig|195.2236.peg.1642,L,-
fig|195.2236.peg.1397,L,-
fig|195.2236.peg.718,NT,-
fig|195.2237.peg.1913,S,-
fig|195.2237.peg.1508,S,-
fig|195.2237.peg.1891,M,-
fig|195.2237.peg.1621,S,-
fig|195.2237.peg.1859,S,-
fig|195.2237.peg.403,N,-
fig|195.2237.peg.1713,S,-
fig|195.2237.peg.1698,N,-
fig|195.2237.peg.1899,-,-
fig|195.2237.peg.1838,S,"GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005488,GO:0005575,GO:0006139,GO:0006401,GO:0006402,GO:0006412,GO:0006415,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0016043,GO:0016070,GO:0016071,GO:0016787,GO:0016788,GO:0016892,GO:0016894,GO:0019222,GO:0019439,GO:0019538,GO:0022411,GO:0032984,GO:0032991,GO:0032993,GO:0034641,GO:0034645,GO:0034655,GO:0042221,GO:0042710,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043565,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044010,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044764,GO:0044877,GO:0046483,GO:0046677,GO:0046700,GO:0048519,GO:0050789,GO:0050896,GO:0051704,GO:0060255,GO:0065007,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0140098,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576"
fig|195.2237.peg.1822,M,-
fig|195.2237.peg.1837,-,-
fig|195.2237.peg.1789,S,-
fig|195.2237.peg.1651,S,-
fig|195.2237.peg.227,P,-
fig|195.2237.peg.306,P,-
fig|195.2237.peg.1911,-,-
fig|195.2237.peg.228,P,-
fig|195.2237.peg.1908,L,-
fig|195.2237.peg.1897,-,-
fig|195.2237.peg.1890,S,-
fig|195.2237.peg.190,G,-
fig|195.2237.peg.1757,S,-
fig|195.2237.peg.1343,S,-
fig|195.2237.peg.238,MU,-
fig|195.2238.peg.1442,J,-
fig|195.2238.peg.1439,E,-
fig|195.2238.peg.1767,S,-
fig|195.2238.peg.1746,I,-
fig|195.2238.peg.366,H,-
fig|195.2238.peg.1761,S,-
fig|195.2238.peg.791,-,-
fig|195.2238.peg.182,L,-
fig|195.2239.peg.829,K,-
fig|195.2239.peg.772,S,-
fig|195.2239.peg.207,-,-
fig|195.2239.peg.828,K,-
fig|195.2239.peg.1099,G,-
fig|195.2239.peg.38,S,-
fig|195.2239.peg.205,V,-
fig|195.2239.peg.19,U,-
fig|195.2239.peg.1775,S,-
fig|195.2239.peg.206,S,-
fig|195.2239.peg.1779,S,-
fig|195.2239.peg.1778,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2239.peg.20,U,-
fig|195.2240.peg.935,EGP,-
fig|195.2240.peg.1474,S,-
fig|195.2240.peg.1827,S,-
fig|195.2240.peg.1653,L,-
fig|195.2240.peg.1772,S,-
fig|195.2240.peg.1847,S,-
fig|195.2240.peg.1654,L,-
fig|195.2240.peg.1845,S,-
fig|195.2240.peg.1810,S,-
fig|195.2240.peg.1815,S,-
fig|195.2240.peg.1658,-,-
fig|195.2240.peg.1435,S,-
fig|195.2240.peg.489,S,-
fig|195.2241.peg.1404,S,-
fig|195.2241.peg.1765,P,-
fig|195.2241.peg.416,T,-
fig|195.2241.peg.1358,S,-
fig|195.2241.peg.1755,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2241.peg.1754,I,-
fig|195.2241.peg.281,I,-
fig|195.2241.peg.1609,E,-
fig|195.2241.peg.417,T,-
fig|195.2241.peg.1757,S,-
fig|195.2241.peg.1660,E,-
fig|195.2241.peg.887,J,-
fig|195.2243.peg.1335,P,-
fig|195.2243.peg.1856,S,-
fig|195.2243.peg.1830,-,-
fig|195.2243.peg.1336,P,-
fig|195.2243.peg.1829,-,-
fig|195.2243.peg.1859,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2243.peg.1825,L,-
fig|195.2243.peg.478,NT,-
fig|195.2243.peg.1845,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2243.peg.79,O,-
fig|195.2244.peg.1385,L,-
fig|195.2244.peg.1909,-,-
fig|195.2244.peg.1858,I,-
fig|195.2244.peg.1366,-,-
fig|195.2244.peg.1467,G,-
fig|195.2244.peg.1880,-,-
fig|195.2244.peg.1775,L,-
fig|195.2244.peg.1388,S,-
fig|195.2244.peg.1744,S,-
fig|195.2244.peg.1903,-,-
fig|195.2244.peg.1705,S,-
fig|195.2244.peg.1395,L,-
fig|195.2244.peg.1184,KLT,-
fig|195.2244.peg.1874,S,-
fig|195.2244.peg.266,S,-
fig|195.2244.peg.1593,NT,-
fig|195.2244.peg.1113,S,-
fig|195.2244.peg.1899,-,-
fig|195.2244.peg.278,-,-
fig|195.2244.peg.1825,-,-
fig|195.2244.peg.1904,-,-
fig|195.2244.peg.1711,S,-
fig|195.2244.peg.1422,-,-
fig|195.2244.peg.1836,-,-
fig|195.2244.peg.1114,S,-
fig|195.2244.peg.1767,-,-
fig|195.2244.peg.1849,-,-
fig|195.2244.peg.1859,-,-
fig|195.2244.peg.1277,M,-
fig|195.2244.peg.910,M,-
fig|195.2244.peg.1855,L,-
fig|195.2244.peg.1760,S,-
fig|195.2244.peg.264,-,-
fig|195.2244.peg.1291,I,-
fig|195.2244.peg.1912,-,-
fig|195.2244.peg.1890,S,-
fig|195.2244.peg.1889,S,-
fig|195.2244.peg.1837,-,-
fig|195.2244.peg.1142,C,-
fig|195.2244.peg.1840,I,-
fig|195.2244.peg.1868,L,-
fig|195.2244.peg.1920,L,-
fig|195.2244.peg.1386,L,-
fig|195.2244.peg.1770,S,-
fig|195.2244.peg.1866,-,-
fig|195.2244.peg.1917,M,-
fig|195.2244.peg.1860,-,-
fig|195.2244.peg.1769,-,-
fig|195.2244.peg.1877,S,-
fig|195.2244.peg.1830,I,-
fig|195.2244.peg.1633,S,-
fig|195.2244.peg.1919,L,-
fig|195.2244.peg.1501,J,-
fig|195.2244.peg.1394,S,-
fig|195.2244.peg.1834,-,-
fig|195.2244.peg.1390,J,-
fig|195.2244.peg.1708,S,-
fig|195.2244.peg.1879,L,-
fig|195.2244.peg.1748,I,-
fig|195.2244.peg.827,S,-
fig|195.2244.peg.1706,S,-
fig|195.2244.peg.1701,S,-
fig|195.2244.peg.1915,-,-
fig|195.2244.peg.1856,L,-
fig|195.2244.peg.1704,S,-
fig|195.2244.peg.529,P,-
fig|195.2244.peg.1387,D,-
fig|195.2244.peg.1703,S,-
fig|195.2244.peg.1709,-,-
fig|195.2244.peg.1851,S,-
fig|195.2244.peg.1547,E,-
fig|195.2244.peg.1594,NT,-
fig|195.2244.peg.1918,S,-
fig|195.2244.peg.1418,Q,-
fig|195.2244.peg.82,V,-
fig|195.2244.peg.1396,L,-
fig|195.2244.peg.1500,J,-
fig|195.2244.peg.1423,-,-
fig|195.2244.peg.299,S,-
fig|195.2244.peg.1910,-,-
fig|195.2244.peg.1793,G,-
fig|195.2244.peg.1905,-,-
fig|195.2244.peg.1771,-,-
fig|195.2244.peg.1141,C,-
fig|195.2244.peg.1421,-,-
fig|195.2244.peg.1808,P,-
fig|195.2244.peg.1893,L,-
fig|195.2244.peg.980,S,-
fig|195.2244.peg.1702,S,-
fig|195.2244.peg.1867,I,-
fig|195.2244.peg.1914,S,-
fig|195.2244.peg.83,V,-
fig|195.2244.peg.1079,E,-
fig|195.2244.peg.528,P,-
fig|195.2244.peg.1707,S,-
fig|195.2244.peg.1424,S,-
fig|195.2244.peg.388,U,-
fig|195.2244.peg.1876,S,-
fig|195.2244.peg.1712,S,-
fig|195.2244.peg.1710,S,-
fig|195.2244.peg.1898,-,-
fig|195.2244.peg.1425,S,-
fig|195.2244.peg.131,IQ,-
fig|195.2244.peg.1896,Q,-
fig|195.2244.peg.1419,Q,-
fig|195.2244.peg.298,S,-
fig|195.2244.peg.1672,P,-
fig|195.2244.peg.1221,C,-
fig|195.2244.peg.787,U,-
fig|195.2245.peg.1312,S,-
fig|195.2246.peg.1458,S,-
fig|195.2246.peg.1826,I,-
fig|195.2246.peg.1535,C,-
fig|195.2246.peg.1115,H,-
fig|195.2246.peg.1843,C,-
fig|195.2246.peg.1459,S,-
fig|195.2246.peg.649,E,-
fig|195.2246.peg.1687,-,-
fig|195.2246.peg.1619,E,-
fig|195.2246.peg.648,E,-
fig|195.2246.peg.1502,K,-
fig|195.2246.peg.1862,J,-
fig|195.2247.peg.1610,C,-
fig|195.2247.peg.1814,S,-
fig|195.2247.peg.1808,E,-
fig|195.2247.peg.1611,C,-
fig|195.2247.peg.1408,E,-
fig|195.2247.peg.807,G,-
fig|195.2247.peg.835,C,-
fig|195.2247.peg.211,G,-
fig|195.2247.peg.836,C,-
fig|195.2248.peg.1773,N,-
fig|195.2248.peg.1048,N,-
fig|195.2248.peg.1652,U,-
fig|195.2248.peg.699,I,-
fig|195.2248.peg.1842,CP,-
fig|195.2248.peg.1,O,-
fig|195.2248.peg.1554,S,-
fig|195.2248.peg.978,S,-
fig|195.2248.peg.1797,S,-
fig|195.2248.peg.1653,U,-
fig|195.2248.peg.1291,S,-
fig|195.2248.peg.1817,J,-
fig|195.2248.peg.1684,S,-
fig|195.2248.peg.1617,S,"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0006464,GO:0006486,GO:0006487,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009987,GO:0016740,GO:0016757,GO:0018193,GO:0018196,GO:0018279,GO:0019538,GO:0034645,GO:0036211,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0046872,GO:0070085,GO:0071704,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576"
fig|195.2249.peg.1067,S,-
fig|195.2249.peg.1589,-,-
fig|195.2249.peg.882,J,-
fig|195.2249.peg.1842,S,-
fig|195.2249.peg.1129,H,-
fig|195.2249.peg.754,K,-
fig|195.2249.peg.1833,S,-
fig|195.2249.peg.1535,G,-
fig|195.2249.peg.1788,Q,-
fig|195.2249.peg.1678,H,-
fig|195.2249.peg.1585,J,-
fig|195.2249.peg.238,S,-
fig|195.2249.peg.1844,S,-
fig|195.2249.peg.1849,S,-
fig|195.2249.peg.1779,F,-
fig|195.2249.peg.664,-,-
fig|195.2249.peg.1840,NT,-
fig|195.2250.peg.1796,S,-
fig|195.2250.peg.1041,M,-
fig|195.2250.peg.803,C,-
fig|195.2250.peg.1555,E,-
fig|195.2250.peg.1600,S,-
fig|195.2250.peg.443,U,-
fig|195.2250.peg.248,E,-
fig|195.2250.peg.1771,S,-
fig|195.2250.peg.1798,S,-
fig|195.2251.peg.1792,S,-
fig|195.2251.peg.1799,S,-
fig|195.2251.peg.1759,Q,-
fig|195.2252.peg.1746,-,-
fig|195.2252.peg.1774,S,-
fig|195.2252.peg.943,S,-
fig|195.2252.peg.1118,NT,-
fig|195.2252.peg.1117,NT,-
fig|195.2252.peg.538,E,-
fig|195.2252.peg.539,E,-
fig|195.2254.peg.2016,L,-
fig|195.2254.peg.1453,Q,-
fig|195.2254.peg.622,S,"GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464"
fig|195.2254.peg.1996,-,-
fig|195.2254.peg.356,S,-
fig|195.2254.peg.730,U,-
fig|195.2254.peg.1957,I,-
fig|195.2254.peg.1565,-,-
fig|195.2254.peg.1972,-,-
fig|195.2254.peg.761,S,-
fig|195.2254.peg.1993,I,-
fig|195.2254.peg.1740,L,-
fig|195.2254.peg.1773,S,-
fig|195.2254.peg.183,S,-
fig|195.2254.peg.2005,-,-
fig|195.2254.peg.1998,S,-
fig|195.2254.peg.1936,G,-
fig|195.2254.peg.1216,M,-
fig|195.2254.peg.2010,S,-
fig|195.2254.peg.903,E,-
fig|195.2254.peg.1948,L,-
fig|195.2254.peg.1905,S,-
fig|195.2254.peg.1835,I,-
fig|195.2254.peg.1899,S,-
fig|195.2254.peg.1970,U,-
fig|195.2254.peg.1974,I,-
fig|195.2254.peg.355,S,-
fig|195.2254.peg.1979,I,-
fig|195.2254.peg.1754,-,-
fig|195.2254.peg.1788,E,-
fig|195.2254.peg.1606,S,-
fig|195.2254.peg.958,M,-
fig|195.2254.peg.1919,-,-
fig|195.2254.peg.1953,Q,-
fig|195.2254.peg.1933,Q,-
fig|195.2254.peg.1999,G,-
fig|195.2254.peg.1709,S,-
fig|195.2254.peg.169,E,-
fig|195.2254.peg.762,S,-
fig|195.2254.peg.2000,-,-
fig|195.2254.peg.1932,M,-
fig|195.2254.peg.1884,-,-
fig|195.2254.peg.1922,S,-
fig|195.2254.peg.1872,I,-
fig|195.2254.peg.1730,S,-
fig|195.2254.peg.1944,S,-
fig|195.2254.peg.1863,S,-
fig|195.2254.peg.1755,S,-
fig|195.2254.peg.359,S,-
fig|195.2254.peg.1683,-,-
fig|195.2254.peg.2008,M,-
fig|195.2254.peg.1988,I,-
fig|195.2254.peg.1909,P,-
fig|195.2254.peg.1997,-,-
fig|195.2254.peg.2007,G,-
fig|195.2254.peg.2011,L,-
fig|195.2254.peg.1643,G,-
fig|195.2254.peg.1952,G,-
fig|195.2254.peg.1983,-,-
fig|195.2255.peg.893,S,-
fig|195.2255.peg.946,S,-
fig|195.2255.peg.135,M,-
fig|195.2255.peg.602,U,-
fig|195.2255.peg.365,S,-
fig|195.2255.peg.1555,S,-
fig|195.2255.peg.290,S,-
fig|195.2255.peg.1752,K,-
fig|195.2255.peg.855,M,-
fig|195.2255.peg.491,G,-
fig|195.2255.peg.1766,S,-
fig|195.2255.peg.1750,J,-
fig|195.2255.peg.897,C,-
fig|195.2255.peg.644,E,-
fig|195.2255.peg.1003,P,-
fig|195.2255.peg.891,S,-
fig|195.2255.peg.1742,M,-
fig|195.2256.peg.1072,P,-
fig|195.2256.peg.834,NT,-
fig|195.2256.peg.1586,U,-
fig|195.2256.peg.1585,U,-
fig|195.2257.peg.1688,LV,-
fig|195.2258.peg.1726,N,-
fig|195.2258.peg.1651,S,-
fig|195.2259.peg.278,S,-
fig|195.2260.peg.1001,P,-
fig|195.2260.peg.1799,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2260.peg.1475,-,-
fig|195.2260.peg.1134,NT,-
fig|195.2260.peg.1135,NT,-
fig|195.2260.peg.1474,S,-
fig|195.2261.peg.1725,P,-
fig|195.2261.peg.1723,P,-
fig|195.2261.peg.1728,P,-
fig|195.2261.peg.1356,S,-
fig|195.2261.peg.1175,C,-
fig|195.2261.peg.1726,P,-
fig|195.2261.peg.1727,P,-
fig|195.2262.peg.1054,GM,-
fig|195.2262.peg.1039,-,-
fig|195.2262.peg.1825,S,-
fig|195.2262.peg.1273,E,-
fig|195.2262.peg.1055,GM,-
fig|195.2262.peg.1799,S,-
fig|195.2262.peg.1731,S,-
fig|195.2262.peg.1803,S,-
fig|195.2263.peg.1247,EGP,-
fig|195.2263.peg.1039,U,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"
fig|195.2263.peg.1040,U,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"
fig|195.2263.peg.1797,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2263.peg.1800,N,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588"
fig|195.2263.peg.1798,NT,-
fig|195.2264.peg.1722,H,-
fig|195.2264.peg.1784,-,-
fig|195.2264.peg.1380,E,-
fig|195.2264.peg.1657,EGP,-
fig|195.2264.peg.1658,EGP,-
fig|195.2264.peg.1785,-,-
fig|195.2264.peg.1190,O,-
fig|195.2264.peg.270,S,-
fig|195.2264.peg.269,S,-
fig|195.2264.peg.1568,N,-
fig|195.2265.peg.1508,S,-
fig|195.2265.peg.1697,U,-
fig|195.2266.peg.818,S,-
fig|195.2266.peg.1083,NT,-
fig|195.2267.peg.1703,-,-
fig|195.2267.peg.1743,L,-
fig|195.2267.peg.422,E,-
fig|195.2267.peg.1129,F,-
fig|195.2267.peg.421,E,-
fig|195.2267.peg.1686,L,-
fig|195.2267.peg.1128,F,-
fig|195.2267.peg.1747,L,-
fig|195.2267.peg.1756,L,-
fig|195.2268.peg.128,KT,-
fig|195.2268.peg.129,KT,-
fig|195.2268.peg.1055,P,-
fig|195.2268.peg.1054,P,-
fig|195.2268.peg.1666,L,-
fig|195.2268.peg.532,C,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"
fig|195.2269.peg.528,H,-
fig|195.2269.peg.1398,Q,-
fig|195.2269.peg.1739,S,-
fig|195.2269.peg.1750,KLT,-
fig|195.2269.peg.676,C,-
fig|195.2269.peg.1732,S,-
fig|195.2269.peg.1725,E,-
fig|195.2269.peg.1751,S,-
fig|195.2269.peg.677,C,-
fig|195.2270.peg.1031,V,-
fig|195.2270.peg.1030,V,-
fig|195.2270.peg.619,Q,-
fig|195.2270.peg.1832,-,-
fig|195.2270.peg.1835,LV,-
fig|195.2270.peg.1833,-,-
fig|195.2270.peg.1834,LV,-
fig|195.2270.peg.817,M,"GO:0000271,GO:0003674,GO:0003824,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0016051,GO:0016740,GO:0016757,GO:0043170,GO:0044238,GO:0071704,GO:1901576"
fig|195.2271.peg.1756,S,-
fig|195.2271.peg.1791,S,-
fig|195.2272.peg.1746,E,-
fig|195.2272.peg.498,K,-
fig|195.2272.peg.1730,NT,-
fig|195.2272.peg.1141,S,-
fig|195.2272.peg.1030,P,-
fig|195.2272.peg.499,K,-
fig|195.2273.peg.1748,S,-
fig|195.2273.peg.819,P,-
fig|195.2273.peg.1738,S,-
fig|195.2273.peg.1737,S,-
fig|195.2276.peg.196,S,-
fig|195.2276.peg.1610,S,-
fig|195.2276.peg.1725,S,-
fig|195.2276.peg.1458,P,-
fig|195.2276.peg.575,G,-
fig|195.2276.peg.1459,P,-
fig|195.2276.peg.1438,P,-
fig|195.2276.peg.1456,S,-
fig|195.2276.peg.1741,NT,-
fig|195.2276.peg.502,P,"GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944"
fig|195.2276.peg.669,EGP,-
fig|195.2276.peg.1471,V,-
fig|195.2276.peg.1011,M,-
fig|195.2276.peg.1013,M,-
fig|195.2276.peg.1744,V,-
fig|195.2276.peg.1738,S,-
fig|195.2276.peg.1611,S,-
fig|195.2276.peg.1437,P,-
fig|195.2278.peg.1531,NT,-
fig|195.2278.peg.263,E,-
fig|195.2278.peg.1462,EGP,-
fig|195.2278.peg.1606,N,-
fig|195.2279.peg.836,D,-
fig|195.2279.peg.1053,C,-
fig|195.2279.peg.1821,S,-
fig|195.2279.peg.1405,S,-
fig|195.2279.peg.837,S,-
fig|195.2279.peg.726,U,-
fig|195.2279.peg.256,S,-
fig|195.2279.peg.1182,E,-
fig|195.2279.peg.1054,C,-
fig|195.2279.peg.257,S,-
fig|195.2280.peg.1845,-,-
fig|195.2280.peg.667,V,-
fig|195.2280.peg.1728,KLT,-
fig|195.2280.peg.1701,L,-
fig|195.2280.peg.609,-,-
fig|195.2280.peg.1764,KLT,-
fig|195.2281.peg.205,V,-
fig|195.2282.peg.1776,S,-
fig|195.2282.peg.1789,S,-
fig|195.2282.peg.1570,NU,-
fig|195.2282.peg.1793,NT,-
fig|195.2282.peg.1569,NU,-
fig|195.2282.peg.946,K,-
fig|195.2282.peg.296,U,-
fig|195.2283.peg.1816,S,-
fig|195.2283.peg.1803,S,-
fig|195.2283.peg.1755,L,-
fig|195.2283.peg.705,C,-
fig|195.2283.peg.1735,U,-
fig|195.2283.peg.1491,O,-
fig|195.2283.peg.1572,K,-
fig|195.2283.peg.1776,H,-
fig|195.2284.peg.554,G,-
fig|195.2285.peg.1875,S,-
fig|195.2285.peg.1203,L,-
fig|195.2285.peg.1871,S,-
fig|195.2285.peg.1097,-,-
fig|195.2285.peg.1797,M,-
fig|195.2285.peg.1880,E,-
fig|195.2285.peg.1228,S,-
fig|195.2285.peg.1874,S,-
fig|195.2285.peg.1754,S,-
fig|195.2286.peg.1079,S,-
fig|195.2286.peg.1339,S,-
fig|195.2286.peg.1882,Q,-
fig|195.2286.peg.1423,-,-
fig|195.2286.peg.1077,-,-
fig|195.2286.peg.1381,-,-
fig|195.2286.peg.1880,S,-
fig|195.2286.peg.1814,-,-
fig|195.2286.peg.1922,-,-
fig|195.2286.peg.710,P,-
fig|195.2286.peg.1942,S,-
fig|195.2286.peg.1699,-,-
fig|195.2286.peg.1917,I,-
fig|195.2286.peg.1541,L,-
fig|195.2286.peg.1540,L,-
