cluster,gene_representative
Cluster 7173,195.2107.peg.1751
Cluster 7174,195.2113.peg.268
Cluster 7175,195.2121.peg.635
Cluster 7176,195.2121.peg.987
Cluster 7177,195.2130.peg.9
Cluster 7178,195.2143.peg.1089
Cluster 7179,195.2146.peg.1797
Cluster 7180,195.2148.peg.1462
Cluster 7181,195.2166.peg.1828
Cluster 7182,195.2173.peg.1861
Cluster 7183,195.2173.peg.1819
Cluster 7184,195.2179.peg.1290
Cluster 7185,195.2186.peg.511
Cluster 7186,195.2190.peg.1468
Cluster 7187,195.2192.peg.1161
Cluster 7188,195.2201.peg.1824
Cluster 7189,195.2203.peg.1808
Cluster 7190,195.2209.peg.1777
Cluster 7191,195.2244.peg.1377
Cluster 7192,195.2311.peg.1700
Cluster 7193,195.2317.peg.1246
Cluster 7194,195.2024.peg.106
Cluster 7195,195.2024.peg.1686
Cluster 7196,195.2027.peg.1656
Cluster 7197,195.2027.peg.967
Cluster 7198,195.2033.peg.1955
Cluster 7199,195.2036.peg.718
Cluster 7200,195.2039.peg.190
Cluster 7201,195.2052.peg.505
Cluster 7202,195.2053.peg.566
Cluster 7203,195.2056.peg.1347
Cluster 7204,195.2057.peg.1698
Cluster 7205,195.2065.peg.1187
Cluster 7206,195.2066.peg.1724
Cluster 7207,195.2080.peg.1683
Cluster 7208,195.2089.peg.137
Cluster 7209,195.2098.peg.1601
Cluster 7210,195.2106.peg.184
Cluster 7211,195.2112.peg.1445
Cluster 7212,195.2117.peg.1369
Cluster 7213,195.2117.peg.262
Cluster 7214,195.2121.peg.105
Cluster 7215,195.2125.peg.1674
Cluster 7216,195.2144.peg.1801
Cluster 7217,195.2151.peg.1826
Cluster 7218,195.2163.peg.1518
Cluster 7219,195.2163.peg.1489
Cluster 7220,195.2173.peg.633
Cluster 7221,195.2174.peg.945
Cluster 7222,195.2176.peg.1734
Cluster 7223,195.2178.peg.1593
Cluster 7224,195.2186.peg.1023
Cluster 7225,195.2199.peg.1850
Cluster 7226,195.2210.peg.1333
Cluster 7227,195.2237.peg.724
Cluster 7228,195.2244.peg.1772
Cluster 7229,195.2261.peg.824
Cluster 7230,195.2302.peg.1624
Cluster 7231,195.2024.peg.720
Cluster 7232,195.2024.peg.1238
Cluster 7233,195.2024.peg.1594
Cluster 7234,195.2027.peg.33
Cluster 7235,195.2029.peg.124
Cluster 7236,195.2033.peg.2025
Cluster 7237,195.2033.peg.2042
Cluster 7238,195.2033.peg.2027
Cluster 7239,195.2046.peg.1669
Cluster 7240,195.2054.peg.1798
Cluster 7241,195.2055.peg.1732
Cluster 7242,195.2056.peg.1839
Cluster 7243,195.2065.peg.1764
Cluster 7244,195.2065.peg.1655
Cluster 7245,195.2087.peg.80
Cluster 7246,195.2114.peg.1238
Cluster 7247,195.2120.peg.469
Cluster 7248,195.2125.peg.1756
Cluster 7249,195.2144.peg.1823
Cluster 7250,195.2157.peg.1856
Cluster 7251,195.2194.peg.1104
Cluster 7252,195.2241.peg.1765
Cluster 7253,195.2243.peg.478
Cluster 7254,195.2244.peg.1146
Cluster 7255,195.2248.peg.1817
Cluster 7256,195.2252.peg.1205
Cluster 7257,195.2280.peg.1845
Cluster 7258,195.2027.peg.1206
Cluster 7259,195.2031.peg.1809
Cluster 7260,195.2032.peg.1588
Cluster 7261,195.2033.peg.1685
Cluster 7262,195.2046.peg.1656
Cluster 7263,195.2048.peg.1361
Cluster 7264,195.2051.peg.1790
Cluster 7265,195.2056.peg.1352
Cluster 7266,195.2063.peg.1643
Cluster 7267,195.2065.peg.696
Cluster 7268,195.2074.peg.1877
Cluster 7269,195.2080.peg.1413
Cluster 7270,195.2084.peg.1813
Cluster 7271,195.2084.peg.1794
Cluster 7272,195.2087.peg.1782
Cluster 7273,195.2110.peg.1647
Cluster 7274,195.2117.peg.1740
Cluster 7275,195.2120.peg.1764
Cluster 7276,195.2124.peg.1829
Cluster 7277,195.2130.peg.1724
Cluster 7278,195.2131.peg.165
Cluster 7279,195.2150.peg.719
Cluster 7280,195.2173.peg.1831
Cluster 7281,195.2176.peg.1641
Cluster 7282,195.2182.peg.1569
Cluster 7283,195.2196.peg.977
Cluster 7284,195.2198.peg.1703
Cluster 7285,195.2201.peg.1815
Cluster 7286,195.2201.peg.1666
Cluster 7287,195.2202.peg.478
Cluster 7288,195.2203.peg.1749
Cluster 7289,195.2203.peg.1768
Cluster 7290,195.2209.peg.1956
Cluster 7291,195.2220.peg.1129
Cluster 7292,195.2244.peg.1869
Cluster 7293,195.2247.peg.1408
Cluster 7294,195.2254.peg.1036
Cluster 7295,195.2291.peg.1751
Cluster 7296,195.2293.peg.1708
Cluster 7297,195.2294.peg.1253
Cluster 7298,195.2314.peg.1488
Cluster 7299,195.2024.peg.13
Cluster 7300,195.2024.peg.108
Cluster 7301,195.2024.peg.610
Cluster 7302,195.2024.peg.1592
Cluster 7303,195.2026.peg.1449
Cluster 7304,195.2031.peg.1733
Cluster 7305,195.2031.peg.1522
Cluster 7306,195.2031.peg.502
Cluster 7307,195.2034.peg.1644
Cluster 7308,195.2034.peg.836
Cluster 7309,195.2039.peg.1714
Cluster 7310,195.2042.peg.1827
Cluster 7311,195.2045.peg.1683
Cluster 7312,195.2047.peg.1805
Cluster 7313,195.2053.peg.1257
Cluster 7314,195.2055.peg.1598
Cluster 7315,195.2061.peg.1249
Cluster 7316,195.2064.peg.1240
Cluster 7317,195.2065.peg.1337
Cluster 7318,195.2080.peg.1533
Cluster 7319,195.2086.peg.402
Cluster 7320,195.2089.peg.1458
Cluster 7321,195.2102.peg.1827
Cluster 7322,195.2112.peg.1625
Cluster 7323,195.2113.peg.498
Cluster 7324,195.2120.peg.470
Cluster 7325,195.2130.peg.10
Cluster 7326,195.2174.peg.1727
Cluster 7327,195.2176.peg.1723
Cluster 7328,195.2178.peg.49
Cluster 7329,195.2194.peg.1102
Cluster 7330,195.2196.peg.1350
Cluster 7331,195.2218.peg.1785
Cluster 7332,195.2219.peg.1488
Cluster 7333,195.2237.peg.1871
Cluster 7334,195.2254.peg.1725
Cluster 7335,195.2286.peg.381
Cluster 7336,195.2308.peg.1785
Cluster 7337,195.2024.peg.440
Cluster 7338,195.2024.peg.1363
Cluster 7339,195.2024.peg.49
Cluster 7340,195.2024.peg.1288
Cluster 7341,195.2028.peg.538
Cluster 7342,195.2028.peg.1297
Cluster 7343,195.2033.peg.2005
Cluster 7344,195.2033.peg.1901
Cluster 7345,195.2033.peg.1944
Cluster 7346,195.2034.peg.189
Cluster 7347,195.2044.peg.294
Cluster 7348,195.2045.peg.1346
Cluster 7349,195.2047.peg.1845
Cluster 7350,195.2061.peg.1653
Cluster 7351,195.2063.peg.1586
Cluster 7352,195.2065.peg.1515
Cluster 7353,195.2067.peg.672
Cluster 7354,195.2069.peg.1794
Cluster 7355,195.2084.peg.824
Cluster 7356,195.2086.peg.1749
Cluster 7357,195.2089.peg.1798
Cluster 7358,195.2095.peg.1426
Cluster 7359,195.2101.peg.1700
Cluster 7360,195.2113.peg.1489
Cluster 7361,195.2117.peg.1271
Cluster 7362,195.2117.peg.1785
Cluster 7363,195.2120.peg.510
Cluster 7364,195.2122.peg.1452
Cluster 7365,195.2122.peg.933
Cluster 7366,195.2130.peg.1791
Cluster 7367,195.2135.peg.1423
Cluster 7368,195.2157.peg.1417
Cluster 7369,195.2165.peg.1752
Cluster 7370,195.2166.peg.540
Cluster 7371,195.2171.peg.1821
Cluster 7372,195.2172.peg.1869
Cluster 7373,195.2187.peg.1558
Cluster 7374,195.2196.peg.1725
Cluster 7375,195.2244.peg.4
Cluster 7376,195.2244.peg.1898
Cluster 7377,195.2265.peg.783
Cluster 7378,195.2267.peg.1750
Cluster 7379,195.2279.peg.1258
Cluster 7380,195.2296.peg.897
Cluster 7381,195.2311.peg.1619
Cluster 7382,195.2024.peg.1697
Cluster 7383,195.2024.peg.1600
Cluster 7384,195.2024.peg.1422
Cluster 7385,195.2024.peg.1604
Cluster 7386,195.2026.peg.1597
Cluster 7387,195.2027.peg.1010
Cluster 7388,195.2031.peg.644
Cluster 7389,195.2033.peg.2022
Cluster 7390,195.2033.peg.2044
Cluster 7391,195.2033.peg.279
Cluster 7392,195.2046.peg.740
Cluster 7393,195.2054.peg.1685
Cluster 7394,195.2056.peg.6
Cluster 7395,195.2063.peg.1876
Cluster 7396,195.2063.peg.1916
Cluster 7397,195.2063.peg.1903
Cluster 7398,195.2065.peg.736
Cluster 7399,195.2065.peg.842
Cluster 7400,195.2082.peg.1803
Cluster 7401,195.2085.peg.1889
Cluster 7402,195.2094.peg.1718
Cluster 7403,195.2102.peg.865
Cluster 7404,195.2113.peg.1524
Cluster 7405,195.2117.peg.784
Cluster 7406,195.2124.peg.1830
Cluster 7407,195.2125.peg.1367
Cluster 7408,195.2130.peg.1783
Cluster 7409,195.2140.peg.732
Cluster 7410,195.2151.peg.1834
Cluster 7411,195.2156.peg.526
Cluster 7412,195.2161.peg.358
Cluster 7413,195.2174.peg.1771
Cluster 7414,195.2179.peg.235
Cluster 7415,195.2190.peg.1884
Cluster 7416,195.2195.peg.1374
Cluster 7417,195.2244.peg.1888
Cluster 7418,195.2246.peg.1502
Cluster 7419,195.2246.peg.1349
Cluster 7420,195.2254.peg.1913
Cluster 7421,195.2254.peg.1863
Cluster 7422,195.2254.peg.1040
Cluster 7423,195.2261.peg.825
Cluster 7424,195.2262.peg.1273
Cluster 7425,195.2292.peg.2
Cluster 7426,195.2307.peg.1198
Cluster 7427,195.2024.peg.366
Cluster 7428,195.2024.peg.1424
Cluster 7429,195.2025.peg.1655
Cluster 7430,195.2026.peg.23
Cluster 7431,195.2031.peg.1706
Cluster 7432,195.2033.peg.2008
Cluster 7433,195.2046.peg.1111
Cluster 7434,195.2054.peg.828
Cluster 7435,195.2059.peg.1008
Cluster 7436,195.2060.peg.78
Cluster 7437,195.2065.peg.1276
Cluster 7438,195.2072.peg.1093
Cluster 7439,195.2083.peg.1780
Cluster 7440,195.2093.peg.954
Cluster 7441,195.2095.peg.1804
Cluster 7442,195.2120.peg.1788
Cluster 7443,195.2138.peg.1820
Cluster 7444,195.2141.peg.199
Cluster 7445,195.2148.peg.1967
Cluster 7446,195.2151.peg.1404
Cluster 7447,195.2152.peg.1639
Cluster 7448,195.2157.peg.1368
Cluster 7449,195.2166.peg.1789
Cluster 7450,195.2173.peg.1789
Cluster 7451,195.2190.peg.1839
Cluster 7452,195.2202.peg.834
Cluster 7453,195.2207.peg.1592
Cluster 7454,195.2212.peg.1209
Cluster 7455,195.2214.peg.1793
Cluster 7456,195.2220.peg.1508
Cluster 7457,195.2244.peg.1860
Cluster 7458,195.2244.peg.1910
Cluster 7459,195.2254.peg.1564
Cluster 7460,195.2272.peg.1030
Cluster 7461,195.2286.peg.1540
Cluster 7462,195.2295.peg.610
Cluster 7463,195.2300.peg.1403
Cluster 7464,195.2024.peg.1126
Cluster 7465,195.2027.peg.166
Cluster 7466,195.2027.peg.669
Cluster 7467,195.2027.peg.370
Cluster 7468,195.2033.peg.1765
Cluster 7469,195.2038.peg.1572
Cluster 7470,195.2038.peg.582
Cluster 7471,195.2051.peg.1799
Cluster 7472,195.2053.peg.1370
Cluster 7473,195.2057.peg.1695
Cluster 7474,195.2060.peg.1281
Cluster 7475,195.2063.peg.1891
Cluster 7476,195.2063.peg.44
Cluster 7477,195.2065.peg.1166
Cluster 7478,195.2065.peg.955
Cluster 7479,195.2080.peg.1640
Cluster 7480,195.2085.peg.1869
Cluster 7481,195.2087.peg.1781
Cluster 7482,195.2089.peg.444
Cluster 7483,195.2101.peg.1659
Cluster 7484,195.2120.peg.1787
Cluster 7485,195.2120.peg.466
Cluster 7486,195.2121.peg.339
Cluster 7487,195.2136.peg.1776
Cluster 7488,195.2146.peg.1832
Cluster 7489,195.2152.peg.1658
Cluster 7490,195.2170.peg.1631
Cluster 7491,195.2174.peg.1686
Cluster 7492,195.2174.peg.1290
Cluster 7493,195.2176.peg.1772
Cluster 7494,195.2180.peg.187
Cluster 7495,195.2217.peg.1037
Cluster 7496,195.2220.peg.1746
Cluster 7497,195.2229.peg.1791
Cluster 7498,195.2233.peg.1831
Cluster 7499,195.2240.peg.1688
Cluster 7500,195.2240.peg.1815
Cluster 7501,195.2254.peg.1974
Cluster 7502,195.2254.peg.1983
Cluster 7503,195.2286.peg.1703
Cluster 7504,195.2286.peg.719
Cluster 7505,195.2286.peg.1438
Cluster 7506,195.2294.peg.1151
Cluster 7507,195.2024.peg.1597
Cluster 7508,195.2024.peg.1421
Cluster 7509,195.2024.peg.1133
Cluster 7510,195.2028.peg.1638
Cluster 7511,195.2033.peg.1982
Cluster 7512,195.2033.peg.1970
Cluster 7513,195.2038.peg.1437
Cluster 7514,195.2038.peg.1685
Cluster 7515,195.2043.peg.1733
Cluster 7516,195.2044.peg.1604
Cluster 7517,195.2045.peg.1340
Cluster 7518,195.2047.peg.1833
Cluster 7519,195.2056.peg.736
Cluster 7520,195.2059.peg.296
Cluster 7521,195.2063.peg.1810
Cluster 7522,195.2065.peg.1480
Cluster 7523,195.2067.peg.1741
Cluster 7524,195.2069.peg.306
Cluster 7525,195.2069.peg.1817
Cluster 7526,195.2070.peg.1579
Cluster 7527,195.2080.peg.1845
Cluster 7528,195.2085.peg.267
Cluster 7529,195.2092.peg.251
Cluster 7530,195.2097.peg.701
Cluster 7531,195.2117.peg.874
Cluster 7532,195.2122.peg.288
Cluster 7533,195.2124.peg.1831
Cluster 7534,195.2145.peg.1522
Cluster 7535,195.2146.peg.1544
Cluster 7536,195.2170.peg.1574
Cluster 7537,195.2173.peg.737
Cluster 7538,195.2175.peg.1153
Cluster 7539,195.2188.peg.1797
Cluster 7540,195.2202.peg.628
Cluster 7541,195.2203.peg.1776
Cluster 7542,195.2206.peg.1738
Cluster 7543,195.2210.peg.1667
Cluster 7544,195.2220.peg.1698
Cluster 7545,195.2223.peg.1771
Cluster 7546,195.2244.peg.1766
Cluster 7547,195.2247.peg.1615
Cluster 7548,195.2249.peg.1821
Cluster 7549,195.2255.peg.892
Cluster 7550,195.2286.peg.1808
Cluster 7551,195.2296.peg.1926
Cluster 7552,195.2296.peg.896
Cluster 7553,195.2024.peg.981
Cluster 7554,195.2024.peg.162
Cluster 7555,195.2024.peg.1692
Cluster 7556,195.2027.peg.1776
Cluster 7557,195.2034.peg.1241
Cluster 7558,195.2039.peg.18
Cluster 7559,195.2045.peg.1357
Cluster 7560,195.2046.peg.1276
Cluster 7561,195.2047.peg.1810
Cluster 7562,195.2047.peg.1846
Cluster 7563,195.2053.peg.1084
Cluster 7564,195.2056.peg.984
Cluster 7565,195.2057.peg.876
Cluster 7566,195.2059.peg.1735
Cluster 7567,195.2063.peg.1906
Cluster 7568,195.2063.peg.1772
Cluster 7569,195.2064.peg.1375
Cluster 7570,195.2066.peg.1295
Cluster 7571,195.2080.peg.1844
Cluster 7572,195.2082.peg.1763
Cluster 7573,195.2085.peg.399
Cluster 7574,195.2086.peg.463
Cluster 7575,195.2089.peg.980
Cluster 7576,195.2111.peg.923
Cluster 7577,195.2116.peg.444
Cluster 7578,195.2117.peg.1119
Cluster 7579,195.2125.peg.1806
Cluster 7580,195.2129.peg.1444
Cluster 7581,195.2132.peg.1343
Cluster 7582,195.2141.peg.615
Cluster 7583,195.2164.peg.1740
Cluster 7584,195.2170.peg.1695
Cluster 7585,195.2174.peg.1692
Cluster 7586,195.2186.peg.278
Cluster 7587,195.2206.peg.1627
Cluster 7588,195.2225.peg.1876
Cluster 7589,195.2270.peg.619
Cluster 7590,195.2312.peg.484
Cluster 7591,195.2314.peg.1927
Cluster 7592,195.2024.peg.1462
Cluster 7593,195.2026.peg.1637
Cluster 7594,195.2027.peg.1472
Cluster 7595,195.2027.peg.1138
Cluster 7596,195.2030.peg.1416
Cluster 7597,195.2031.peg.1756
Cluster 7598,195.2047.peg.1824
Cluster 7599,195.2051.peg.1114
Cluster 7600,195.2063.peg.235
Cluster 7601,195.2063.peg.1854
Cluster 7602,195.2069.peg.97
Cluster 7603,195.2083.peg.1731
Cluster 7604,195.2086.peg.677
Cluster 7605,195.2086.peg.1633
Cluster 7606,195.2095.peg.1308
Cluster 7607,195.2097.peg.1490
Cluster 7608,195.2102.peg.1837
Cluster 7609,195.2121.peg.1724
Cluster 7610,195.2125.peg.1754
Cluster 7611,195.2127.peg.1567
Cluster 7612,195.2130.peg.1722
Cluster 7613,195.2130.peg.1081
Cluster 7614,195.2144.peg.1972
Cluster 7615,195.2148.peg.1948
Cluster 7616,195.2151.peg.1815
Cluster 7617,195.2151.peg.1669
Cluster 7618,195.2166.peg.1788
Cluster 7619,195.2169.peg.1533
Cluster 7620,195.2174.peg.1418
Cluster 7621,195.2178.peg.978
Cluster 7622,195.2186.peg.1061
Cluster 7623,195.2188.peg.342
Cluster 7624,195.2206.peg.1869
Cluster 7625,195.2207.peg.849
Cluster 7626,195.2220.peg.4
Cluster 7627,195.2232.peg.1835
Cluster 7628,195.2244.peg.131
Cluster 7629,195.2286.peg.1924
Cluster 7630,195.2299.peg.1955
Cluster 7631,195.2024.peg.609
Cluster 7632,195.2024.peg.897
Cluster 7633,195.2026.peg.1559
Cluster 7634,195.2028.peg.1812
Cluster 7635,195.2029.peg.826
Cluster 7636,195.2033.peg.34
Cluster 7637,195.2034.peg.188
Cluster 7638,195.2038.peg.1240
Cluster 7639,195.2044.peg.224
Cluster 7640,195.2046.peg.1109
Cluster 7641,195.2046.peg.505
Cluster 7642,195.2047.peg.1258
Cluster 7643,195.2048.peg.1160
Cluster 7644,195.2055.peg.1220
Cluster 7645,195.2055.peg.1142
Cluster 7646,195.2056.peg.820
Cluster 7647,195.2059.peg.349
Cluster 7648,195.2063.peg.1770
Cluster 7649,195.2063.peg.1584
Cluster 7650,195.2064.peg.967
Cluster 7651,195.2064.peg.122
Cluster 7652,195.2065.peg.1693
Cluster 7653,195.2069.peg.1162
Cluster 7654,195.2089.peg.438
Cluster 7655,195.2092.peg.1365
Cluster 7656,195.2126.peg.48
Cluster 7657,195.2132.peg.967
Cluster 7658,195.2132.peg.1846
Cluster 7659,195.2144.peg.1822
Cluster 7660,195.2144.peg.176
Cluster 7661,195.2166.peg.1616
Cluster 7662,195.2172.peg.444
Cluster 7663,195.2174.peg.1108
Cluster 7664,195.2199.peg.1042
Cluster 7665,195.2201.peg.1828
Cluster 7666,195.2202.peg.627
Cluster 7667,195.2207.peg.1750
Cluster 7668,195.2214.peg.1025
Cluster 7669,195.2227.peg.1664
Cluster 7670,195.2237.peg.1836
Cluster 7671,195.2241.peg.1404
Cluster 7672,195.2243.peg.317
Cluster 7673,195.2244.peg.1403
Cluster 7674,195.2246.peg.62
Cluster 7675,195.2249.peg.1169
Cluster 7676,195.2254.peg.2016
Cluster 7677,195.2261.peg.1724
Cluster 7678,195.2279.peg.1054
Cluster 7679,195.2286.peg.1379
Cluster 7680,195.2297.peg.352
Cluster 7681,195.2308.peg.1304
Cluster 7682,195.2311.peg.1
Cluster 7683,195.2313.peg.615
Cluster 7684,195.2024.peg.608
Cluster 7685,195.2024.peg.1722
Cluster 7686,195.2025.peg.446
Cluster 7687,195.2026.peg.1658
Cluster 7688,195.2026.peg.1196
Cluster 7689,195.2026.peg.245
Cluster 7690,195.2028.peg.1536
Cluster 7691,195.2034.peg.884
Cluster 7692,195.2034.peg.1250
Cluster 7693,195.2037.peg.1660
Cluster 7694,195.2038.peg.182
Cluster 7695,195.2038.peg.1579
Cluster 7696,195.2039.peg.221
Cluster 7697,195.2040.peg.1528
Cluster 7698,195.2046.peg.1709
Cluster 7699,195.2047.peg.1851
Cluster 7700,195.2047.peg.1861
Cluster 7701,195.2051.peg.1167
Cluster 7702,195.2060.peg.1789
Cluster 7703,195.2063.peg.1907
Cluster 7704,195.2063.peg.277
Cluster 7705,195.2066.peg.1560
Cluster 7706,195.2067.peg.1711
Cluster 7707,195.2069.peg.156
Cluster 7708,195.2069.peg.1713
Cluster 7709,195.2082.peg.1661
Cluster 7710,195.2085.peg.266
Cluster 7711,195.2085.peg.1420
Cluster 7712,195.2094.peg.1424
Cluster 7713,195.2106.peg.1757
Cluster 7714,195.2111.peg.1937
Cluster 7715,195.2113.peg.1891
Cluster 7716,195.2114.peg.1768
Cluster 7717,195.2116.peg.424
Cluster 7718,195.2120.peg.1937
Cluster 7719,195.2120.peg.2010
Cluster 7720,195.2130.peg.1172
Cluster 7721,195.2132.peg.261
Cluster 7722,195.2144.peg.1824
Cluster 7723,195.2144.peg.1764
Cluster 7724,195.2144.peg.656
Cluster 7725,195.2151.peg.479
Cluster 7726,195.2161.peg.850
Cluster 7727,195.2178.peg.616
Cluster 7728,195.2184.peg.1753
Cluster 7729,195.2184.peg.928
Cluster 7730,195.2207.peg.1605
Cluster 7731,195.2241.peg.1736
Cluster 7732,195.2286.peg.718
Cluster 7733,195.2286.peg.266
Cluster 7734,195.2288.peg.606
Cluster 7735,195.2288.peg.1626
Cluster 7736,195.2317.peg.1192
Cluster 7737,195.2031.peg.1582
Cluster 7738,195.2056.peg.70
Cluster 7739,195.2056.peg.1751
Cluster 7740,195.2061.peg.1643
Cluster 7741,195.2083.peg.229
Cluster 7742,195.2092.peg.584
Cluster 7743,195.2107.peg.341
Cluster 7744,195.2144.peg.1680
Cluster 7745,195.2146.peg.1816
Cluster 7746,195.2151.peg.656
Cluster 7747,195.2155.peg.1548
Cluster 7748,195.2170.peg.592
Cluster 7749,195.2184.peg.95
Cluster 7750,195.2187.peg.1804
Cluster 7751,195.2254.peg.1933
Cluster 7752,195.2278.peg.263
Cluster 7753,195.2313.peg.1898
Cluster 7754,195.2314.peg.1703
Cluster 7755,195.2035.peg.1570
Cluster 7756,195.2045.peg.420
Cluster 7757,195.2056.peg.1236
Cluster 7758,195.2089.peg.1022
Cluster 7759,195.2096.peg.1435
Cluster 7760,195.2106.peg.1745
Cluster 7761,195.2122.peg.1747
Cluster 7762,195.2130.peg.1115
Cluster 7763,195.2130.peg.1811
Cluster 7764,195.2130.peg.1805
Cluster 7765,195.2144.peg.1694
Cluster 7766,195.2152.peg.1948
Cluster 7767,195.2159.peg.1780
Cluster 7768,195.2166.peg.1288
Cluster 7769,195.2187.peg.1921
Cluster 7770,195.2192.peg.373
Cluster 7771,195.2225.peg.1856
Cluster 7772,195.2246.peg.1115
Cluster 7773,195.2301.peg.1843
Cluster 7774,195.2024.peg.1336
Cluster 7775,195.2024.peg.1108
Cluster 7776,195.2027.peg.1270
Cluster 7777,195.2031.peg.1837
Cluster 7778,195.2033.peg.2032
Cluster 7779,195.2033.peg.1739
Cluster 7780,195.2033.peg.830
Cluster 7781,195.2035.peg.1617
Cluster 7782,195.2047.peg.1827
Cluster 7783,195.2051.peg.1811
Cluster 7784,195.2063.peg.1172
Cluster 7785,195.2064.peg.451
Cluster 7786,195.2065.peg.1737
Cluster 7787,195.2070.peg.1013
Cluster 7788,195.2111.peg.1955
Cluster 7789,195.2128.peg.1839
Cluster 7790,195.2137.peg.922
Cluster 7791,195.2142.peg.1870
Cluster 7792,195.2144.peg.1952
Cluster 7793,195.2153.peg.1735
Cluster 7794,195.2166.peg.1781
Cluster 7795,195.2186.peg.516
Cluster 7796,195.2201.peg.1020
Cluster 7797,195.2230.peg.1295
Cluster 7798,195.2233.peg.1169
Cluster 7799,195.2272.peg.1751
Cluster 7800,195.2313.peg.1774
Cluster 7801,195.2317.peg.1689
Cluster 7802,195.2024.peg.1018
Cluster 7803,195.2024.peg.874
Cluster 7804,195.2036.peg.1557
Cluster 7805,195.2039.peg.1716
Cluster 7806,195.2044.peg.1578
Cluster 7807,195.2047.peg.1865
Cluster 7808,195.2053.peg.1376
Cluster 7809,195.2063.peg.1808
Cluster 7810,195.2065.peg.1454
Cluster 7811,195.2070.peg.1836
Cluster 7812,195.2114.peg.1891
Cluster 7813,195.2116.peg.1074
Cluster 7814,195.2137.peg.1833
Cluster 7815,195.2155.peg.1799
Cluster 7816,195.2166.peg.1833
Cluster 7817,195.2174.peg.1755
Cluster 7818,195.2197.peg.514
Cluster 7819,195.2212.peg.1774
Cluster 7820,195.2219.peg.1757
Cluster 7821,195.2222.peg.1737
Cluster 7822,195.2232.peg.1435
Cluster 7823,195.2244.peg.1397
Cluster 7824,195.2254.peg.1998
Cluster 7825,195.2269.peg.1725
Cluster 7826,195.2294.peg.1441
Cluster 7827,195.2302.peg.746
Cluster 7828,195.2313.peg.1854
Cluster 7829,195.2314.peg.129
Cluster 7830,195.2029.peg.1575
Cluster 7831,195.2033.peg.818
Cluster 7832,195.2033.peg.2002
Cluster 7833,195.2051.peg.1003
Cluster 7834,195.2053.peg.1391
Cluster 7835,195.2053.peg.1394
Cluster 7836,195.2082.peg.313
Cluster 7837,195.2102.peg.1855
Cluster 7838,195.2111.peg.1973
Cluster 7839,195.2114.peg.1657
Cluster 7840,195.2114.peg.1535
Cluster 7841,195.2125.peg.1803
Cluster 7842,195.2184.peg.1128
Cluster 7843,195.2199.peg.1
Cluster 7844,195.2206.peg.899
Cluster 7845,195.2224.peg.1156
Cluster 7846,195.2231.peg.1684
Cluster 7847,195.2240.peg.1474
Cluster 7848,195.2244.peg.1768
Cluster 7849,195.2244.peg.1914
Cluster 7850,195.2254.peg.1918
Cluster 7851,195.2254.peg.2018
Cluster 7852,195.2264.peg.1784
Cluster 7853,195.2289.peg.971
Cluster 7854,195.2317.peg.1690
Cluster 7855,195.2033.peg.1741
Cluster 7856,195.2046.peg.1572
Cluster 7857,195.2051.peg.1699
Cluster 7858,195.2056.peg.1809
Cluster 7859,195.2056.peg.1675
Cluster 7860,195.2057.peg.822
Cluster 7861,195.2064.peg.1116
Cluster 7862,195.2089.peg.1743
Cluster 7863,195.2094.peg.639
Cluster 7864,195.2102.peg.1557
Cluster 7865,195.2113.peg.989
Cluster 7866,195.2114.peg.1815
Cluster 7867,195.2120.peg.1255
Cluster 7868,195.2132.peg.1081
Cluster 7869,195.2144.peg.1763
Cluster 7870,195.2196.peg.1790
Cluster 7871,195.2203.peg.1842
Cluster 7872,195.2206.peg.1131
Cluster 7873,195.2209.peg.1422
Cluster 7874,195.2218.peg.1835
Cluster 7875,195.2244.peg.1904
Cluster 7876,195.2244.peg.1921
Cluster 7877,195.2244.peg.1712
Cluster 7878,195.2264.peg.1722
Cluster 7879,195.2285.peg.1204
Cluster 7880,195.2028.peg.1537
Cluster 7881,195.2030.peg.1684
Cluster 7882,195.2033.peg.2045
Cluster 7883,195.2054.peg.1289
Cluster 7884,195.2064.peg.1445
Cluster 7885,195.2067.peg.305
Cluster 7886,195.2067.peg.1685
Cluster 7887,195.2070.peg.1172
Cluster 7888,195.2114.peg.1816
Cluster 7889,195.2120.peg.863
Cluster 7890,195.2132.peg.1866
Cluster 7891,195.2171.peg.1818
Cluster 7892,195.2178.peg.264
